Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Date	Begin Hour	Begin Path	Begin File	File Offset (s)	Delta Time (s)	SNR NIST Quick (dB)	Tag	Notes	VF2
331	Spectrogram 1	9	213321.230000000	213323.210000000	38.200	202.300		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_111500Z.aif	71485MD03_002K_M12_multi_20160128_111500Z.aif	21.2300	1.9800	14.41	NARW		v
332	Spectrogram 1	4	213321.400000000	213323.380000000	22.900	190.800		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_111500Z.aif	71485MD03_002K_M12_multi_20160128_111500Z.aif	21.4000	1.9800	15.00	NARW		v
333	Spectrogram 1	6	213321.510000000	213324.230000000	42.000	175.600		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_111500Z.aif	71485MD03_002K_M12_multi_20160128_111500Z.aif	21.5100	2.7200	14.12	NARW		v
334	Spectrogram 1	11	213364.190000000	213365.940000000	91.600	209.900		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_111500Z.aif	71485MD03_002K_M12_multi_20160128_111500Z.aif	64.1900	1.7500	14.93	NARW		v
335	Spectrogram 1	7	213364.190000000	213365.770000000	72.500	240.500		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_111500Z.aif	71485MD03_002K_M12_multi_20160128_111500Z.aif	64.1900	1.5800	15.68	NARW		v
336	Spectrogram 1	8	213367.420000000	213369.510000000	80.200	240.500		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_111500Z.aif	71485MD03_002K_M12_multi_20160128_111500Z.aif	67.4200	2.0900	14.54	NARW		v
337	Spectrogram 1	9	213368.100000000	213370.130000000	76.300	236.600		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_111500Z.aif	71485MD03_002K_M12_multi_20160128_111500Z.aif	68.1000	2.0300	11.77	NARW		v
338	Spectrogram 1	7	213460.530000000	213462.620000000	114.500	248.100		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_111500Z.aif	71485MD03_002K_M12_multi_20160128_111500Z.aif	160.5300	2.0900	12.86	NARW		v
339	Spectrogram 1	11	213460.750000000	213462.740000000	126.000	244.300		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_111500Z.aif	71485MD03_002K_M12_multi_20160128_111500Z.aif	160.7500	1.9900	14.17	NARW		v
340	Spectrogram 1	8	213463.420000000	213465.790000000	76.300	244.300		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_111500Z.aif	71485MD03_002K_M12_multi_20160128_111500Z.aif	163.4200	2.3700	13.13	NARW		v
341	Spectrogram 1	9	213464.960000000	213466.140000000	82.500	229.800		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_111500Z.aif	71485MD03_002K_M12_multi_20160128_111500Z.aif	164.9600	1.1800	12.55	NARW		v
342	Spectrogram 1	7	213519.900000000	213521.380000000	84.000	213.700		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_111500Z.aif	71485MD03_002K_M12_multi_20160128_111500Z.aif	219.9000	1.4800	15.22	NARW		v
343	Spectrogram 1	11	213520.070000000	213521.320000000	68.700	183.200		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_111500Z.aif	71485MD03_002K_M12_multi_20160128_111500Z.aif	220.0700	1.2500	14.51	NARW		v
344	Spectrogram 1	8	213522.850000000	213524.660000000	57.300	202.300		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_111500Z.aif	71485MD03_002K_M12_multi_20160128_111500Z.aif	222.8500	1.8100	16.56	NARW		v
345	Spectrogram 1	7	213633.620000000	213635.770000000	53.400	278.600		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_111500Z.aif	71485MD03_002K_M12_multi_20160128_111500Z.aif	333.6200	2.1500	17.37	NARW		v
346	Spectrogram 1	11	213633.850000000	213636.280000000	57.300	271.000		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_111500Z.aif	71485MD03_002K_M12_multi_20160128_111500Z.aif	333.8500	2.4300	16.44	NARW		v
347	Spectrogram 1	8	213637.010000000	213639.050000000	57.300	240.500		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_111500Z.aif	71485MD03_002K_M12_multi_20160128_111500Z.aif	337.0100	2.0400	19.19	NARW		v
348	Spectrogram 1	4	213637.640000000	213640.070000000	38.200	198.500		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_111500Z.aif	71485MD03_002K_M12_multi_20160128_111500Z.aif	337.6400	2.4300	15.03	NARW		v
349	Spectrogram 1	9	213637.690000000	213639.960000000	61.100	232.800		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_111500Z.aif	71485MD03_002K_M12_multi_20160128_111500Z.aif	337.6900	2.2700	14.98	NARW		v
350	Spectrogram 1	6	213638.880000000	213640.750000000	57.300	198.500		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_111500Z.aif	71485MD03_002K_M12_multi_20160128_111500Z.aif	338.8800	1.8700	16.23	NARW		v
351	Spectrogram 1	7	213832.290000000	213834.610000000	49.600	263.400		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_111500Z.aif	71485MD03_002K_M12_multi_20160128_111500Z.aif	532.2900	2.3200	17.79	NARW		v
352	Spectrogram 1	11	213832.400000000	213834.330000000	64.900	194.700		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_111500Z.aif	71485MD03_002K_M12_multi_20160128_111500Z.aif	532.4000	1.9300	17.36	NARW		v
353	Spectrogram 1	8	213835.170000000	213837.830000000	45.800	229.000		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_111500Z.aif	71485MD03_002K_M12_multi_20160128_111500Z.aif	535.1700	2.6600	17.88	NARW		v
354	Spectrogram 1	9	213835.970000000	213838.060000000	57.300	221.400		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_111500Z.aif	71485MD03_002K_M12_multi_20160128_111500Z.aif	535.9700	2.0900	15.37	NARW		v
355	Spectrogram 1	4	213837.160000000	213838.380000000	23.600	218.000		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_111500Z.aif	71485MD03_002K_M12_multi_20160128_111500Z.aif	537.1600	1.2200	15.44	NARW		v
356	Spectrogram 1	6	213837.700000000	213838.920000000	17.700	212.100		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_111500Z.aif	71485MD03_002K_M12_multi_20160128_111500Z.aif	537.7000	1.2200	17.31	NARW		v
357	Spectrogram 1	7	213931.630000000	213934.120000000	61.100	217.600		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_111500Z.aif	71485MD03_002K_M12_multi_20160128_111500Z.aif	631.6300	2.4900	17.14	NARW		v
358	Spectrogram 1	11	213932.190000000	213934.510000000	64.900	221.400		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_111500Z.aif	71485MD03_002K_M12_multi_20160128_111500Z.aif	632.1900	2.3200	16.61	NARW		v
359	Spectrogram 1	8	213935.190000000	213937.400000000	64.900	206.100		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_111500Z.aif	71485MD03_002K_M12_multi_20160128_111500Z.aif	635.1900	2.2100	17.65	NARW		v
360	Spectrogram 1	9	213936.270000000	213937.510000000	91.600	198.500		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_111500Z.aif	71485MD03_002K_M12_multi_20160128_111500Z.aif	636.2700	1.2400	13.65	NARW		v
361	Spectrogram 1	4	213936.320000000	213938.130000000	68.700	209.900		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_111500Z.aif	71485MD03_002K_M12_multi_20160128_111500Z.aif	636.3200	1.8100	15.53	NARW	?	v
362	Spectrogram 1	7	214000.230000000	214002.940000000	53.400	213.700		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_111500Z.aif	71485MD03_002K_M12_multi_20160128_111500Z.aif	700.2300	2.7100	18.01	NARW		v
363	Spectrogram 1	11	214000.850000000	214003.110000000	53.400	232.800		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_111500Z.aif	71485MD03_002K_M12_multi_20160128_111500Z.aif	700.8500	2.2600	17.40	NARW		v
364	Spectrogram 1	8	214003.850000000	214005.830000000	61.100	229.000		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_111500Z.aif	71485MD03_002K_M12_multi_20160128_111500Z.aif	703.8500	1.9800	18.36	NARW		v
365	Spectrogram 1	9	214004.700000000	214006.400000000	45.800	221.400		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_111500Z.aif	71485MD03_002K_M12_multi_20160128_111500Z.aif	704.7000	1.7000	15.58	NARW		v
366	Spectrogram 1	4	214005.550000000	214007.360000000	64.900	217.600		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_111500Z.aif	71485MD03_002K_M12_multi_20160128_111500Z.aif	705.5500	1.8100	17.36	NARW		v
367	Spectrogram 1	6	214005.720000000	214007.700000000	64.900	209.900		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_111500Z.aif	71485MD03_002K_M12_multi_20160128_111500Z.aif	705.7200	1.9800	14.80	NARW		v
368	Spectrogram 1	7	214064.020000000	214066.280000000	68.700	232.800		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_111500Z.aif	71485MD03_002K_M12_multi_20160128_111500Z.aif	764.0200	2.2600	17.88	NARW		v
369	Spectrogram 1	11	214064.530000000	214066.400000000	57.300	255.700		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_111500Z.aif	71485MD03_002K_M12_multi_20160128_111500Z.aif	764.5300	1.8700	18.63	NARW		v
370	Spectrogram 1	8	214067.300000000	214069.680000000	72.500	248.100		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_111500Z.aif	71485MD03_002K_M12_multi_20160128_111500Z.aif	767.3000	2.3800	17.32	NARW		v
371	Spectrogram 1	7	214068.210000000	214069.620000000	80.200	209.900		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_111500Z.aif	71485MD03_002K_M12_multi_20160128_111500Z.aif	768.2100	1.4100	16.17	NARW		v
372	Spectrogram 1	9	214068.210000000	214070.410000000	64.900	263.400		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_111500Z.aif	71485MD03_002K_M12_multi_20160128_111500Z.aif	768.2100	2.2000	14.31	NARW		v
373	Spectrogram 1	11	214068.430000000	214070.640000000	72.500	194.700		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_111500Z.aif	71485MD03_002K_M12_multi_20160128_111500Z.aif	768.4300	2.2100	13.73	NARW		v
374	Spectrogram 1	4	214069.000000000	214070.810000000	57.300	206.100		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_111500Z.aif	71485MD03_002K_M12_multi_20160128_111500Z.aif	769.0000	1.8100	15.21	NARW		v
375	Spectrogram 1	6	214069.620000000	214071.490000000	49.600	209.900		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_111500Z.aif	71485MD03_002K_M12_multi_20160128_111500Z.aif	769.6200	1.8700	14.62	NARW		v
376	Spectrogram 1	8	214071.380000000	214073.470000000	72.500	202.300		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_111500Z.aif	71485MD03_002K_M12_multi_20160128_111500Z.aif	771.3800	2.0900	16.59	NARW		v
377	Spectrogram 1	9	214071.490000000	214074.660000000	76.300	225.200		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_111500Z.aif	71485MD03_002K_M12_multi_20160128_111500Z.aif	771.4900	3.1700	12.91	NARW		v
378	Spectrogram 1	7	214176.040000000	214178.980000000	53.400	267.200		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_111500Z.aif	71485MD03_002K_M12_multi_20160128_111500Z.aif	876.0400	2.9400	16.80	NARW		v
379	Spectrogram 1	11	214176.600000000	214178.870000000	57.300	171.800		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_111500Z.aif	71485MD03_002K_M12_multi_20160128_111500Z.aif	876.6000	2.2700	16.43	NARW		v
380	Spectrogram 1	8	214179.540000000	214182.040000000	49.600	225.200		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_111500Z.aif	71485MD03_002K_M12_multi_20160128_111500Z.aif	879.5400	2.5000	17.95	NARW		v
381	Spectrogram 1	9	214180.000000000	214182.540000000	68.700	221.400		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_111500Z.aif	71485MD03_002K_M12_multi_20160128_111500Z.aif	880.0000	2.5400	14.93	NARW		v
382	Spectrogram 1	4	214180.730000000	214183.340000000	45.800	282.400		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_111500Z.aif	71485MD03_002K_M12_multi_20160128_111500Z.aif	880.7300	2.6100	18.40	NARW		v
383	Spectrogram 1	6	214181.360000000	214183.790000000	53.400	221.400		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_111500Z.aif	71485MD03_002K_M12_multi_20160128_111500Z.aif	881.3600	2.4300	18.08	NARW		v
384	Spectrogram 1	7	214315.670000000	214318.450000000	57.300	236.600		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_113000Z.aif	71485MD03_002K_M12_multi_20160128_113000Z.aif	115.6700	2.7800	17.16	NARW		v
385	Spectrogram 1	11	214316.580000000	214318.900000000	61.100	229.000		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_113000Z.aif	71485MD03_002K_M12_multi_20160128_113000Z.aif	116.5800	2.3200	16.16	NARW		v
386	Spectrogram 1	8	214319.410000000	214321.340000000	61.100	194.700		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_113000Z.aif	71485MD03_002K_M12_multi_20160128_113000Z.aif	119.4100	1.9300	16.17	NARW		v
387	Spectrogram 1	7	214337.130000000	214339.960000000	64.900	259.500		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_113000Z.aif	71485MD03_002K_M12_multi_20160128_113000Z.aif	137.1300	2.8300	15.00	NARW		v
388	Spectrogram 1	11	214337.410000000	214339.670000000	61.100	194.700		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_113000Z.aif	71485MD03_002K_M12_multi_20160128_113000Z.aif	137.4100	2.2600	16.20	NARW		v
389	Spectrogram 1	8	214340.580000000	214342.840000000	53.400	209.900		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_113000Z.aif	71485MD03_002K_M12_multi_20160128_113000Z.aif	140.5800	2.2600	16.54	NARW		v
390	Spectrogram 1	7	215423.600000000	215426.370000000	30.500	175.600		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_114500Z.aif	71485MD03_002K_M12_multi_20160128_114500Z.aif	323.6000	2.7700	20.83	NARW		v
391	Spectrogram 1	7	215600.940000000	215603.200000000	64.900	190.800		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_114500Z.aif	71485MD03_002K_M12_multi_20160128_114500Z.aif	500.9400	2.2600	18.76	NARW		v
392	Spectrogram 1	11	215601.730000000	215603.940000000	68.700	198.500		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_114500Z.aif	71485MD03_002K_M12_multi_20160128_114500Z.aif	501.7300	2.2100	15.31	NARW		v
393	Spectrogram 1	8	215604.620000000	215607.050000000	80.200	225.200		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_114500Z.aif	71485MD03_002K_M12_multi_20160128_114500Z.aif	504.6200	2.4300	18.39	NARW		v
394	Spectrogram 1	9	215604.620000000	215607.500000000	76.300	225.200		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_114500Z.aif	71485MD03_002K_M12_multi_20160128_114500Z.aif	504.6200	2.8800	15.53	NARW		v
395	Spectrogram 1	7	215829.670000000	215832.560000000	87.800	232.800		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_114500Z.aif	71485MD03_002K_M12_multi_20160128_114500Z.aif	729.6700	2.8900	15.03	NARW		v
396	Spectrogram 1	11	215831.030000000	215833.580000000	57.300	213.700		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_114500Z.aif	71485MD03_002K_M12_multi_20160128_114500Z.aif	731.0300	2.5500	16.21	NARW		v
397	Spectrogram 1	8	215833.970000000	215836.740000000	53.400	217.600		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_114500Z.aif	71485MD03_002K_M12_multi_20160128_114500Z.aif	733.9700	2.7700	20.82	NARW		v
398	Spectrogram 1	9	215834.200000000	215836.350000000	76.300	232.800		59	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_114500Z.aif	71485MD03_002K_M12_multi_20160128_114500Z.aif	734.2000	2.1500	17.68	NARW		v
